Movie Title,Year,Score,Adjusted Score,Director,Synopsis,Cast,Consensus
The Paper Tigers,2020,98,100809,Quoc Bao Tran," Three martial artists--notorious in their prime as ""the three tigers""--have grown into middle-aged men one kick from a pulled muscle....","Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park",No consensus yet.
Two of Us,2019,98,101469,Filippo Meneghetti," Two retired women, Nina and Madeleine, have been secretly in love for decades. Everybody, including Madeleineâs family, thinks they are...","Barbara Sukowa, Martine Chevallier, LÃ©a Drucker, JÃ©rÃ´me Varanfrain",No consensus yet.
The Mitchells vs. the Machines,2021,98,107363,Mike Rianda," Young Katie Mitchell embarks on a road trip with her proud parents, younger brother and beloved dog to start her...","Abbi Jacobson, Danny McBride, Maya Rudolph, Mike Rianda","Eye-catching and energetic,"
The Father,2020,98,113571,Florian Zeller," Anthony (Academy Award Winner, Anthony Hopkins) is 80, mischievous, living defiantly alone and rejecting the carers that his daughter, Anne...","Anthony Hopkins, Olivia Colman, Mark Gatiss, Imogen Poots","Led by stellar performances and artfully helmed by writer-director Florian Zeller,"
Minari,2020,98,118552,Lee Isaac Chung," A tender and sweeping story about what roots us, Minari follows a Korean-American family that moves to a tiny Arkansas...","Steven Yeun, Yeri Han, Youn Yuh-jung, Will Patton","Led by arresting performances from Steven Yeun and Yeri Han,"
MLK/FBI,2020,99,105790,Sam Pollard," Dr. Martin Luther King Jr. is remembered today as an American hero: a bridge-builder, a shrewd political tactician, and a...","David Garrow, Donna Murch, Marc Perrusquia, Andrew Young",No consensus yet.
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,99,110636,"Ahmir ""Questlove"" Thompson"," In his acclaimed debut as a filmmaker, Ahmir ""Questlove"" Thompson presents a powerful and transporting documentary-part music film, part historical...","Stevie Wonder, Nina Simone, Sly and the Family Stone, Gladys Knight and the Pips",No consensus yet.
Paper Spiders,2021,100,101515,Inon Shampanier, Dawn (Lili Taylor) recently lost her husband and experiences growing anxiety as her daughter Melanie (Stefania Owen) plans to move...,"Lili Taylor, Stefania LaVie Owen, Peyton List, Ian Nelson",No consensus yet.
Woodlands Dark and Days Bewitched: A History of Folk Horror,2021,100,101571,Kier-La Janisse," WOODLANDS DARK AND DAYS BEWITCHED is the first feature-length documentary on the history of folk horror, exploring the phenomenon from...","Piers Haggard, Lawrence Gordon Clark, Jeremy Dyson, Alice Lowe",
Changing the Game,2019,100,101571,Michael Barnett, This intimate story takes us into the lives of three high school athletes from across the US -- all at...,"Mack Beggs, Sarah Rose Huckman, Andraya Yearwood","Urgent and empathetic,"
Sabaya,2021,100,101571,Hogir Hirori, Members of a group risk their lives trying to save Yazidi women and girls who are being held as sex...,,
Mayor,2020,100,101639,David Osit," A look at the life of Musa Hadid, the charismatic mayor of Palestinian city Ramallah, who aspires to lead the...",Musa Hadid,No consensus yet.
Slalom,2020,100,102197,CharlÃ¨ne Favier," This riveting, Cannes-selected #MeToo drama from debut filmmaker CharlÃ¨ne Favier follows the relationship between a teenage ski prodigy and her...","NoÃ©e Abita, JÃ©rÃ©mie Renier, Marie Denarnaud, Muriel Combeau","Led by NoÃ©e Abita's outstanding central performance,"
Identifying Features,2020,100,102761,Fernanda Valadez, A woman tries to find her son's whereabouts after he leaves Mexico to find work in the United States....,"Mercedes HernÃ¡ndez, David Illescas, Juan JesÃºs Varela, Ana Laura RodrÃ­guez","A slow-burning descent into desperation,"
"Quo Vadis, Aida?",2020,100,102898,Jasmila Zbanic," Bosnia, July 11th 1995. Aida is a translator for the United Nations in the small town of Srebrenica. When the...",Jasna Djuricic,No consensus yet.
76 Days,2020,100,105153,Hao Wu," Health care workers and patients combat the COVID-19 outbreak during a lockdown in Wuhan, China....",,No consensus yet.
